Evolution 1,best solution: best solution => f-value=80524946556.6645 / fevals=1600 / sigma=0.257037130527634 / iter=80 / elaps=5935996ms / x=  5.07836715483395   1.43415347924659   -1.3862307393434   5.57158045747324   5.82939563426339  -1.32211860809001 -0.426339757614661   4.21810201381972  0.689070631077269   2.67572720799556  0.149005329546159   3.79049308433477
optimization took 5935.996 seconds,
Evolution 2,best solution: best solution => f-value=80886865706.3249 / fevals=1600 / sigma=0.684091343391232 / iter=80 / elaps=5900337ms / x=  1.46370195896138   4.79194464071645   6.70980585855884 -0.976849864469721 -0.224158286959182   2.71156828030396   5.86308810219823   4.01995262481133 -0.484719716452698  -4.09534424707877   1.38454395139213   3.00960449744436
optimization took 5900.337 seconds,
Evolution 3,best solution: best solution => f-value=70237443828.3263 / fevals=1600 / sigma=0.504519800167274 / iter=80 / elaps=6063860ms / x=   1.5821408769346   8.66942332982448   7.48643416926914  -1.98294322383534  -2.65272431755926 -0.722068103456286   3.11580568369069   4.94133750212085  0.324205929201092    -1.552371709959 -0.842322246343571  -5.56588472562122
optimization took 6063.86 seconds,
Evolution 4,best solution: best solution => f-value=96556713572.9917 / fevals=1600 / sigma=0.268452077155066 / iter=80 / elaps=5926649ms / x= 7.28253753001751  1.64694615285786 -5.12464665915115  1.81695635670733   4.0114744311421 -1.26376928192382 -3.52321034070886  1.90942213744777  5.27139890182296  4.33235123759081  1.41482362098842  1.23725435406123
optimization took 5926.649 seconds,
Evolution 5,best solution: best solution => f-value=82814227639.0243 / fevals=1600 / sigma=0.403980741079272 / iter=80 / elaps=5813244ms / x=  6.31079348196655   1.61196899331601 -0.537008442153642   5.43337478434273   2.50445523929584 -0.645910301917617 -0.251274076963363   5.70300766090279  0.162006352417641   1.20122190545975  -1.35046215506816  -1.17626530866892
optimization took 5813.244 seconds,
Evolution 6,best solution: best solution => f-value=91908766997.7682 / fevals=1600 / sigma=0.475323642250983 / iter=80 / elaps=5932955ms / x=  8.33196657002988    1.7248066561733 -0.628728272703664   7.43149033911885   3.11640124277634 -0.832905632929844  -4.14143666437452   7.05705580118383   1.50263056045526   1.31670880200962  -3.38599394312855  -1.94581626000707
optimization took 5932.955 seconds,
Evolution 7,best solution: best solution => f-value=86312519996.8912 / fevals=1600 / sigma=0.836413155822533 / iter=80 / elaps=5904474ms / x=  1.59902211712754   7.81844740800652   3.39994088892435  -1.67196551916111  -6.47320637690107   2.42152206980332   7.15457459482346 -0.428374597199992 -0.299253811749884  -7.31942259397195  -2.19544469812112   5.29174248003178
optimization took 5904.474 seconds,
Evolution 8,best solution: best solution => f-value=83128259472.4997 / fevals=1600 / sigma=0.209250496510504 / iter=80 / elaps=5741031ms / x=  4.49288227904949   1.58448410664378  -5.21282268130576    4.1843257806028 0.0848337238000328  0.300597653303301   6.21064689422594    3.8368301802452 -0.393240624883666   1.92799889366822 -0.611588379441008   7.05945492597477
optimization took 5741.031 seconds,
Evolution 9,best solution: best solution => f-value=103622913750.249 / fevals=1600 / sigma=0.601160700450973 / iter=80 / elaps=5759753ms / x=  1.29176548706782   18.4186306705795    13.416754452328  -10.6352947077538  -0.77272360136866  -7.31196802068152   7.99787598036976   2.21336120069018 -0.426530929633169  -9.17537675848172 -0.536832923697469  -10.2498500376961
optimization took 5759.753 seconds,
Evolution 10,best solution: best solution => f-value=78268889369.4089 / fevals=1600 / sigma=0.781137876095823 / iter=80 / elaps=5810747ms / x=  1.47637276371257   7.79745996832812   6.42601580665163  -1.32876317508355 -0.174182310770176 -0.890900773539272   3.26664619587021   -2.7323945160532   6.51486214529354  -8.05755277995334   -7.8455360832917  -4.62744928131071
optimization took 5810.747 seconds,
Evolution 11,best solution: best solution => f-value=78689800227.8977 / fevals=1600 / sigma=0.263219765277133 / iter=80 / elaps=5322959ms / x= 10.2772863811352  1.51205754794902 -1.04332590263563  6.78545478335448 0.164386350511556 -1.71538403794992 -1.38641450363269  9.50316786061996 -2.82645681651601  4.81803747159264  8.74359932076022  6.35770604380802
optimization took 5322.959 seconds,
Evolution 12,best solution: best solution => f-value=100596907633.321 / fevals=1600 / sigma=2.51538565880922 / iter=80 / elaps=5659023ms / x=   37.417042143078  0.719158873516323  -8.92677267331098   35.5528070573839 0.0410486251978499   -7.7771091111336    8.5489880228423   8.63814758434389  -2.95217641404006   6.20165805250914  -9.79891447859259   2.56179545169945
optimization took 5659.023 seconds,
Evolution 13,best solution: best solution => f-value=76105538741.5941 / fevals=1600 / sigma=1.16740802596179 / iter=80 / elaps=5495453ms / x=  1.55106878239727    12.247127040396   13.5834848852762 -0.821547598968014  -10.3789942255657  0.996706583638541   8.73261134014315  -2.12106919905193   5.89966069001861 -0.216726948525885   12.2727882624176   1.01445501946306
optimization took 5495.453 seconds,
Evolution 14,best solution: best solution => f-value=79324060074.4727 / fevals=1600 / sigma=0.94803633785142 / iter=80 / elaps=5605619ms / x=   8.8232932986921   1.81210886944993 -0.569892789839458   3.38767798732094  -5.77988473971448 -0.799523953998171   1.77875009164708    5.1729835970374  -4.24989679387622 -0.626205689938368   1.98903252530804  -2.33488420405805
optimization took 5605.619 seconds,
Dissertation,best solution: best solution => f-value=5.68329e+12 / fevals=1600 / sigma=0.495071 / iter=80 / elaps=88066655ms / x= 8.54883  1.98728 0.613737  6.37663 0.329281 -1.10761  1.05533  2.69364 0.846464    3.117 -10.1579 0.649279
optimization took 88066.7 seconds,
